tweet_id,screen_name,twitter_id,created_at,text,place,in_reply_to_status_id,quoted_status_id,favorite_count,retweet_count,followers_count,friends_count,retweet_id,lang,retweeted,topic
1520763590831218688,CesarNakazaki,2247307094,2022-05-01 13:54:29,"As de la Fórmula 1, nunca será olvidado por su lugar en la historia de las carreras de automóviles de la máxima categoría. https://t.co/oJBcqbtxuA",,,1520676117920862208,40,2,91449,1064,,es,0,formula 1
1520763534417747968,MRKONS,70394816,2022-05-01 13:54:15,"Hace 28 años de aquél fatídico y negro fin de semana para la Fórmula 1 de la época moderna en el Gran Premio de San Marino, en Imola, en el circuito Enzo y Dino Ferrari.
Perdieron la vida:
Roland Ratzenberger (30 abril)
Ayrton Senna DaSilva (1 Mayo)

#chorohistorico https://t.co/WAcI6RomQn",,,,76,11,25551,2284,,es,0,formula 1
1520763341525770240,aledelvas1407,792537836675297280,2022-05-01 13:53:29,"Trino de apreciación al más grande de todos los tiempos en la Fórmula 1. Cuantos más testimonios salen sobre las cosas que era capaz de hacer adentro y afuera de las pistas, mayor es mi capacidad de asombro. Debería ser al revés. #AyrtonSenna #F1 #SempreSenna https://t.co/EeaHUz3esG",,,,1,0,191,1533,,es,0,formula 1
1520763298282680320,Radio_Formula,148372339,2022-05-01 13:53:19,"Las y los adultos mayores se registraron a la Pensión Bienestar durante abril en más de dos mil módulos. 

https://t.co/DFlcg1bvf6",,,,2,1,762636,1448,,es,0,formula 1
1520763188710494208,drivers_f1,1293387607641133057,2022-05-01 13:52:53,"⏱️ La Comisión de la Fórmula 1 está valorando modificar la clasificación para 2023:

En Q1 todos utilizarían neumático duro (⚪). En Q2 todos el compuesto medio (🟡) y en Q3 el blando (🔴)

📆 Esto se probaría en dos GPs para comprobar y poder analizar el efecto de la propuesta https://t.co/hJnTPyVv73",,,,5,0,860,2156,,es,0,formula 1
1520762791216312321,drivers_f1,1293387607641133057,2022-05-01 13:51:18,"📊 Fernando Alonso define en un párrafo la Fórmula 1

💬 ""Cuando Senna ganó carreras y títulos, tenía el coche más rápido. Michael tenía el coche más rápido. Lewis rompió todos los récords porque tenía el coche más rápido. Ahora, Lewis está pilotando muy bien y es 13º. https://t.co/0397ioGKO7",,,,13,3,860,2156,,es,0,formula 1
1520762765371133953,MaguiUrangaa,167848916,2022-05-01 13:51:12,La vida por volver un domingo a mirar fórmula 1 o moto GP mientras tomamos mates al lado de la estufa. Cuando te extraño pa 🥺,,,,5,0,1010,761,,es,0,formula 1
1520762706063728642,poldelar,34964800,2022-05-01 13:50:58,Charlemos de música... en unos minutos más con @enriquemunozFM en @Radio_Formula 104.1 fm y 1500 am...vivir para recordar! Un cúmulo de estrellas! https://t.co/NCGWAurtpm,,,,9,0,23264,840,,es,0,formula 1
1520762665991290881,Radio_Formula,148372339,2022-05-01 13:50:48,"José Eduardo Derbez le mostró su hogar a la comediante Isabel Fernández.

https://t.co/vWXyW4G7DR",,,,1,1,762636,1448,,es,0,formula 1
1520762663738957824,HGO_Bcn,1128258962,2022-05-01 13:50:48,"@VictorHasbani84 Un dia negro para la Fórmula 1... Grande Senna, el MEJOR!...",,1520709111423201280,,6,0,892,2678,,es,0,formula 1
1520762239791345667,LealTelleria,1202597682201681920,2022-05-01 13:49:07,"Felicitaciones a las Trabajadoras y Trabajadores en su día, especialmente a todos los hombres y mujeres que con su fórmula mágica del amor productivo y esfuerzo diario en el Sistema Alimentario Nacional y los CLAP, acrecientan la prosperidad de la Patria. #MaduroEsClaseObrera https://t.co/dEB4H8h72N",,,,228,317,28662,151,,es,0,formula 1
1520762208619319297,RB_biku,1186307096507232257,2022-05-01 13:48:59,"los domingos sin Formula 1 son una mierda, pero hoy no xq es el domingo de Senna, solo para el 🤍❤",,,,0,0,137,321,,es,0,formula 1
1520761940636745729,CarburandoTV,465792221,2022-05-01 13:47:55,"Vuelta previa para la final de la Fórmula Nacional en Concordia

📺 El Trece https://t.co/fWBxNlo5Eh",,,,1,0,97073,687,,es,0,formula 1
1520761790472327168,amambaynews2,822616725795508224,2022-05-01 13:47:19,Padre del piloto mexicano de Fórmula 1 Sergio Pérez busca candidatura presidencial https://t.co/KIj5qRispD,,,,0,0,2633,669,,es,0,formula 1
1520761351618052097,FormulaGP__,1330876926626553861,2022-05-01 13:45:35,"2. GP DE SAN MARINO 1994 🇸🇲

La Fórmula 1 llegó a la tercera cita del calendario en el circuito de Imola, celebrados en los días 29 y 30 de abril y 1 de mayo de 1994.
Tal y como comentábamos anteriormente Senna tenía un único objetivo: recortar esa distancia con Schumacher.",,1520759779026784256,,2,0,44,40,,es,0,formula 1
1520760900604506112,anifa29_,388081207,2022-05-01 13:43:47,"Todos los amantes de la Fórmula 1 nos acordamos de esta fecha, hace 28 años se iba una leyenda 💔
Tenía 10 años, me acuerdo cómo si fuese hoy #SennaEterno #AyrtonSenna #SennaSempre https://t.co/TniVpjlQwx","Tigre, Argentina",,,26,11,432,819,,es,0,formula 1
1520760762095919105,Kuno_00,69182609,2022-05-01 13:43:14,"El 1 de mayo de 1994, durante el Gran Premio de San Marino de Fórmula 1, el piloto brasileño Ayrton Senna murió tras impactar a 211 km/h contra la curva Tamburello del Autodromo Enzo e Dino Ferrari. https://t.co/lRvBM1Tvu7","La Cisterna, Chile",,,16,10,3451,3505,,es,0,formula 1
1520760544466243584,Radio_Formula,148372339,2022-05-01 13:42:22,"Estas cinco figuras fueron iniciadas en el medio desde su niñez, por eso el público las reconoce aún más que a sus famosos progenitores.

https://t.co/sdopJVm1QW",,,,5,1,762636,1448,,es,0,formula 1
1520760361372340225,iMadridis7a,1399895557,2022-05-01 13:41:39,"JAGSHSHAHAJAJAJJAJA Se me había olvidado que Pastor Maldonado ganó un GP en la Formula 1, que ramdon jahssjsajsjaah https://t.co/Z3FrKtD6ZF",,,1520483880586915840,0,0,7450,387,,es,0,formula 1
1520759562885861378,ByMiguel18_,1157488168498802688,2022-05-01 13:38:28,"Hoy hace 28 años se nos fue Ayrton Senna, uno de los mejores pilotos de Fórmula 1 de todos los tiempos. https://t.co/Zzhrz1goUP",,,,5,0,410,154,,es,0,formula 1
1520759284145041408,cardriverthef1,44571497,2022-05-01 13:37:22,"#F1 Rosberg desvela los secretos del Mundial que ganó a Hamilton en 2016: “Se nos entregó un documento que nos permitía luchar rueda con rueda, incluso corriendo el riesgo de sumar muchos ceros”. https://t.co/0bDDnRav6l",,,,16,3,76763,265,,es,0,formula 1
1520759157397372930,Motor_TE,154918517,2022-05-01 13:36:52,Uno de los peores fines de semana en la historia de la Fórmula 1 - https://t.co/yZwIjYccLa https://t.co/YjWy5qaDjN,,,,15,4,8797,74,,es,0,formula 1
1520758976924864512,Radio_Formula,148372339,2022-05-01 13:36:09,"Este trastorno tiene una explicación científica y aquí te decimos qué hacer en caso de que te ocurra 👇

https://t.co/tPG59nAiDB",,,,8,0,762636,1448,,es,0,formula 1
1520758449151393792,PupisDur,140026048,2022-05-01 13:34:03,"Por @Radio_Formula ✅ Continúan avanzando las noticias relevantes de Fin de Semana, con Jaime Nuñez P. @janupi y colaboradores. Se entrevistó , hace minutos, a @ArturoSanchezG sobre iniciativa de Reforma Electoral; x @Radio_Formula . https://t.co/5sW021jUt4",,,,1,0,256,423,,es,0,formula 1
1520758113200189445,ESPNArgentina,111416958,2022-05-01 13:32:43,#Video La fórmula que siempre rinde: Son asistió a Kane para el 1-0 del Tottenham ante Leicester por la #PREMIERxESPN.  https://t.co/SkFABGjsBj,,,,12,2,2436436,53,,es,0,formula 1
1520757690087383041,PupisDur,140026048,2022-05-01 13:31:02,"@janupi @ArturoSanchezG @Radio_Formula Continúan las noticias relevantes de ✅ Fin de Semana, con Jaime Nuñez P. @janupi y colaboradores. Se entrevistó  a @ArturoSanchezG sobre iniciativa de Reforma Electoral; x @Radio_Formula . https://t.co/Lw3KEBtmZw",,1520755488014704640,,0,0,256,423,,es,0,formula 1
1520757493936361474,ampagola,206791185,2022-05-01 13:30:15,"Domingo pero de 1994, Faltaban días para la Copa del Mundo de EE. UU., y los fanáticos de la Fórmula 1 no olvidaran jamás y más aún siempre recordaran el primero de mayo de dicho año, pues aquel día el brasileño Ayrton Senna sufrió un accidente mortal en el GP de San Marino.",,,,0,0,380,451,,es,0,formula 1
1520757082273763328,soycyndavalos,3318032172,2022-05-01 13:28:37,"Buenos días 
¿Ya nos acompañan? 

Recuerden que estamos en vivo por @Radio_Formula 📻📺 #Telefórmula 
 #1deMayo #DíaDelTrabajo #FelizDomingo https://t.co/CUGY7TmzJx",,,,34,0,1860,1106,,es,0,formula 1
1520757075969724417,Rojas__Nathan,1432830761116344323,2022-05-01 13:28:35,"Ya hace 28 años de la partida física de uno de los más grandes corredores de fórmula 1 de la historia, para muchos el mejor.

Les recomiendo el documental Senna ( 2010 ) uno de los mejores documentales deportivos que se han hecho. https://t.co/iN2kENF0mV",,,,10,2,202,497,,es,0,formula 1
1520757063177093120,SlayerBSP,22925904,2022-05-01 13:28:32,En un día como hoy hace 28 años ocurrió una de las peores tragedias en la historia de la Fórmula 1 al fallecer tras un brutal choque en la curva de Tamborello en el gran premio de Imola el piloto brasileño #AyrtonSenna https://t.co/oSbOY5nqYJ,,,1520643351309074432,0,0,101,280,,es,0,formula 1
1520755739333214211,Sandywa7,1368660295107874822,2022-05-01 13:23:17,@Personaje_Secun @spartan_237 Explicar la fórmula para hacer anfetaminas y drogas con plantas https://t.co/wFgxLgJFEl,,1520755347320942592,,5,1,77,168,,es,0,formula 1
1520755176709279747,PupisDur,140026048,2022-05-01 13:21:03,"Continúan las ✅ noticias con Jaime Nuñez P. @janupi y colaboradores como @soycyndavalos , quien nos comentó visita a Ucrania de Nancy Pelosi, política q’ desempeña el cargo de presidenta Cámara de Representantes de los EEUU; se entrevistó con Pdte. Ucrania; x @Radio_Formula . https://t.co/ZNTpJK0ydX",,,,1,0,256,423,,es,0,formula 1
1520755126297927680,mundosportextra,293272772,2022-05-01 13:20:51,"#TC2000Concordia La grilla de partida para la final de la Fórmula Nacional, que se pondrá en marcha a las 10:50 hs. https://t.co/dOGGoouKtX",,,,0,0,11611,586,,es,0,formula 1
1520754313357893632,killawarmikuna,212964471,2022-05-01 13:17:37,"@marigg2512 @QuejasCuenca ... como cuando los hijos de la fórmula 1 se estacionando en la vereda.
#NOTENEMOSEDUCACIONVIAL en #Ecuador","Cuenca, Ecuador",1520505655366492160,,0,0,212,1021,,es,0,formula 1
1520754304558247937,PupisDur,140026048,2022-05-01 13:17:35,"@soycyndavalos Continúan las noticias con Jaime Nuñez P. @janupi y colaboradores como @soycyndavalos , quien nos comenta visita a Ucrania de Nancy Pelosi, política q’ desempeña el cargo de presidenta Cámara de Representantes de los EEUU; se entrevistó con Pdte; x @Radio_Formula . https://t.co/FTiJvFHl75",,,,0,0,256,423,,es,0,formula 1
1520753654965317633,Canal11BsAs,966829782653722624,2022-05-01 13:15:00,"Hoy domingo 3 de mayo 1992
11h Formula 1
13h La familia Benvenuto
14.30h Súper Sport 
17h La familia Ingalls
18h Los magníficos
19h Martillo Hammer
20h El club de Disney - Primer programa
21h Ritmo de la noche - Hoy: Xuxa
00h Cierre https://t.co/jtvf0aN1QN",,,,11,0,12586,375,,es,0,formula 1
1520753586262532097,rduqueoyarce,34820251,2022-05-01 13:14:43,"Hoy se cumplen 28 años de la trágica muerte del piloto brasileño 🇧🇷 de Formula 1 Ayrton Senna en el circuito de Imola, Italia. 
Sin duda alguna, el mas grande de todos los tiempos en su disciplina. 
Por siempre estarás en el corazón de los que te admiramos.
#SennaPorSiempre https://t.co/cDxFcAlL8D","Chimbarongo, Chile",,,59,7,1551,5001,,es,0,formula 1
1520753534236610563,PupisDur,140026048,2022-05-01 13:14:31,"@janupi  Continúan las noticias con Jaime Nuñez P. @janupi y colaboradores como @soycyndavalos , quien nos comenta visita a Ucrania de Nancy Pelosi, política que desempeña el cargo de presidenta de la Cámara de Representantes de los EEUU; se entrevistó con Pdte; x @Radio_Formula https://t.co/kSPxRFE0gn",,,,1,0,256,423,,es,0,formula 1
1520753250101825537,SauruBasuto,1177131829276618753,2022-05-01 13:13:23,"@irissuwu Fernando Alonso, bicampeón de Fórmula 1 https://t.co/4MZp1FeAFY",,1520746777783189504,,2,1,89,189,,es,0,formula 1
1520752954990637057,NicmarB,359965506,2022-05-01 13:12:13,28 años de la partida del más grande piloto brasileño de la historia de la Fórmula 1. #SennaSempre ídolo de millones. #ImolaGP #Tamburello https://t.co/uCa5jzaF0W,,,1520677654168363008,0,0,272,601,,es,0,formula 1
1520752869829488643,Radio_Formula,148372339,2022-05-01 13:11:53,"El Día del Trabajo se conmemora en más de 80 países el día de hoy.

https://t.co/bK3q3ATVEB",,,,7,2,762636,1448,,es,0,formula 1
1520752578262306817,braianamedina,431924214,2022-05-01 13:10:43,"Hace 28 años el #GPImola nos traía el hecho más trágico y doloroso dentro de la Formula 1. El mejor piloto de esa época, Ayrton Senna fallecía tras un choque en plena carrera y el día anterior, en la clasificación fallecía Roland Ratzenberg.",,,,1,0,550,1245,,es,0,formula 1
1520752178494943232,ChaacTlaloc,101416859,2022-05-01 13:09:08,Hoy #Domingo Potencial de Tormentas Eléctricas Severas con #granizadas mayores y riesgo de #tornados 🌪⚠️Texas y 🚩Norte de Coahuila ⛈atención de CdAcuña a PiedrasNegras el reporte en unos momentos para @enriquemunozFM @Radio_Formula https://t.co/ayfdtFLz8f,,,,22,6,146805,1100,,es,0,formula 1
1520752117652373504,d10paraguay,1431011554477101064,2022-05-01 13:08:53,"Se cumplen 28 años de la trágica muerte del inigualable Ayrton Senna, uno de los más grandes pilotos de Fórmula Uno de todos los tiempos.

Su recuerdo quedará por siempre en la memoria 🙏🏽. #D10 https://t.co/C1NwrTM1yf",,,,5,2,1396,8,,es,0,formula 1
1520752092276797441,baddon34,1273723191505178625,2022-05-01 13:08:47,"@CIsRodj @F1Tornello @F1 @Bertie23574627 Se te olvidó la parte en que prost choco a Senna en suzuka, para que ambos quedaran.fuera, senna regreso a la carrera, la.gano y fue descalificado por el FRANCES que dirigía la fórmula 1",,1520639679783063552,,14,0,14,22,,es,0,formula 1
1520751219953881088,Todoonada_ES,1318585633481383936,2022-05-01 13:05:19,"Hasta está carrera, que ha sido aburrida en cuanto adelantamientos, ha sido más divertida que cualquier carrera de tanques llamada Formula 1!

Por favor, dejad de autoconveros, fans de F1.",,,,5,0,255,286,,es,0,formula 1
1520750731153874946,aatrenza,280111407,2022-05-01 13:03:23,"🎯El objetivo principal de tu negocio es ser rentable e ir mejorando la rentabilidad año tras año.

En este vídeo te cuento:
🔸¿Qué es rentabilidad?
🔸Fórmula de la rentabilidad
🔸¿Qué hacer para mejorar tu rentabilidad?

https://t.co/3wMJWlOPeN

#Rentabilidad #Empresa https://t.co/A3rxTJUo5h",,,,1,0,5852,733,,es,0,formula 1
1520750609644752897,TyCSportsPlay,500841518,2022-05-01 13:02:54,"#AutomovilismoEnTyCSports ¡Comenzó una nueva transmisión de @CarburandoTV!
Mirá en vivo la Final TC2000 Series, Final 2 Fórmula Nacional y Final TC2000 por @TyCSports y https://t.co/r4BCSvBc3A acá: https://t.co/r5VPK73Z5P https://t.co/NJViHiWbqP",,,,0,0,133026,83,,es,0,formula 1
1520750374449139713,RumbalPodio,414241977,2022-05-01 13:01:58,"Empezamos la ronda por las categorías promocionales de fórmula. Victoria del tailandés Tasanopol Intraphuvasak en la @F4Spain con un Tatuus del MP @OfficialMPteam 🇳🇱 similar a éste, su compañero de equipo Valerio Rinicella 🇮🇪 https://t.co/Q4bOiAOBlY","Concordia, Argentina",,,0,0,1209,2319,,es,0,formula 1
1520750152650313729,JBGarridoF1,482359886,2022-05-01 13:01:05,"Juan Marín dando premios en el podio de MotoGP, el lumbreras que decía que Jerez estaba el primero en la lista de sustitutos en la Fórmula 1, cuando el circuito ni está homologado para Grado 1 🤡🤡🤡🤡, a ver si hace lo que debe y mete dinero, si no, calladito está más guapo.",,,,0,0,510,1250,,es,0,formula 1
1520749950010859528,DonSeth_,333799818,2022-05-01 13:00:16,Se tendría que considerar la mejor vuelta de la Fórmula 1 #SennaSempre https://t.co/qAwNopOvsH,,,1520742850094317568,3,0,2863,1222,,es,0,formula 1
1520749890724315136,MktRegistrado,115525940,2022-05-01 13:00:02,"El ranking de los 10 pilotos mejores pagos de la #Fórmula1, ¿Quién lidera?
https://t.co/OJZ64UUoF9",,,,0,0,53979,2350,,es,0,formula 1
1520749880343285760,OpenEnglish,14124972,2022-05-01 13:00:00,"Si quieres saber cuáles son las claves para lograr el éxito 🌟, llegaste al lugar correcto ✅.

Nuestro CEO Andres Moreno nos contó su fórmula para escalara la cima, durante una entrevista en el programa #Reflexiones con Don Francisco TV a través de CNN en Español. https://t.co/28Haqd2hou",,,,2,0,55391,2198,,es,0,formula 1
1520748886654169088,KrissRecinos,181236217,2022-05-01 12:56:03,"Sin duda, esta es una de las fechas más tristes para cualquier fanático de Fórmula 1... 💔
Siempre te recordamos #AyrtonSenna 🙏 https://t.co/uVGaT9NFrj",,,,5,0,23956,2627,,es,0,formula 1
1520748840969678850,JoelGIDEM,162896425,2022-05-01 12:55:52,"Acá nos escuchamos este domingo 1 de mayo  ""07:00 a 10:00 HRS | En Fórmula con Enrique Muñoz"" en XEDF 104.1 FM https://t.co/RgyT4RTv5a Hablaremos sobre los árboles, las áreas verdes y su importancia en el futuro de las ciudades.",,,,2,0,3239,5001,,es,0,formula 1
1520748128391122944,Mari_Ce24,885982039941541889,2022-05-01 12:53:02,"@RPPNoticias Que podemos esperar de uds que permitieron: 1) A Perú Libre postular sin tener la fórmula presidencial completa, 2) A Castillo mentir en su hoja de vida, al no declarar su empresa y propiedades que poseía; 3) A Boluarte no renunciar en el tiempo previsto por ley a la RENIEC....",,1520739813736927232,,0,0,90,124,,es,0,formula 1
1520747283498766336,GonzaloTrezza,1510286307473473537,2022-05-01 12:49:41,@Fran_Kaiser94 @LecIercneta Y no necesito muchos datos para saber que el Alemán Michael Schumacher es el mejor piloto que parió la Formula 1,,1520745537233842176,,0,0,11,100,,es,0,formula 1
1520746966984105984,Diego10665782,1267405010612162561,2022-05-01 12:48:25,"@SC_ESPN Como pasa el tiempo, yo no me perdía ninguna de la fórmula 1 cuando corria este crack",,1520725424506036224,,7,1,217,2736,,es,0,formula 1
1520746389323456512,PupisDur,140026048,2022-05-01 12:46:07,"@janupi @sarapablo1 @Radio_Formula Por @Radio_Formula ::: Continúa en este domingo 1° de mes, el  Noticiero de Jaime Nuñez Piña @janupi y colaboradores. Hace unos minutos @sarapablo1 acaba de comentar la agenda presidencial.",,1520743989825134592,,1,0,256,423,,es,0,formula 1
1520746309153656832,frankporfirio,354529563,2022-05-01 12:45:48,El mejor conductor de Fórmula 1 https://t.co/JZJky1b4ir,,,1520599627166142464,0,0,187,417,,es,0,formula 1
1520746221580607488,benyRd,324038322,2022-05-01 12:45:27,Sergio Pérez revela una preocupación que lo haría dejar la Fórmula 1 https://t.co/7Zui18lPoQ vía @Motorsport_lat,,,,0,0,539,524,,es,0,formula 1
1520745575003693056,D55Valiente,1313153720876703744,2022-05-01 12:42:53,"3 adelantamientos en 25 vueltas, y la gente se queja de la Formula 1. Vaya aburrimiento.",,,,0,0,32,420,,es,0,formula 1
1520745516312662016,PupisDur,140026048,2022-05-01 12:42:39,"@soycyndavalos Por @Radio_Formula ::: ✅Continúa en este domingo 1° de mes, el  Noticiero de Jaime Nuñez Piña @janupi y colaboradores, como @soycyndavalos , con la información más importante de Fin de Semana . https://t.co/o5XqJJRt1a",,,,0,0,256,423,,es,0,formula 1
1520745129501507585,abrilgiraal,1346094663627919362,2022-05-01 12:41:07,ver la fórmula 1 los domingos &gt;&gt;&gt;&gt;&gt;,,,,0,0,19,87,,es,0,formula 1
1520744939864346625,Formula_Music,359681849,2022-05-01 12:40:22,".@rigobandini para @eldiarioes:
https://t.co/Ro93h9VJph https://t.co/FYBZW0fmyR",,,,4,0,13956,3811,,es,0,formula 1
1520744752391499776,PupisDur,140026048,2022-05-01 12:39:37,"Por @Radio_Formula ::: Continúa en este domingo 1° de mes, el  Noticiero de Jaime Nuñez Piña @janupi y colaboradores, como @soycyndavalos , con la información más importante de Fin de Semana . https://t.co/OGVp2BH3Qh",,,,3,1,256,423,,es,0,formula 1
1520744643029344258,zorroplateado23,2321672670,2022-05-01 12:39:11,"AYRTON SENNA DA SILVA. «No estoy diseñado para ser segundo o tercero, estoy diseñado para ganar.» Tricampeón del mundo en Fórmula 1. Uno de los más queridos por la fanaticada y para muchos el mejor de la historia. Se fue 1/5/1994, Italia #Chacao #Conatel #Madonna #Feria https://t.co/MzfeMux1bf",,,,58,22,129,104,,es,0,formula 1
1520744553296269312,FedeCannarozzo,1212528739742957568,2022-05-01 12:38:50,Donde esta mi Fórmula 1 https://t.co/tQMt2ekiXJ,"Rosario, Argentina",,,5,1,6043,907,,es,0,formula 1
1520744425957249027,F20Oficial,3233416287,2022-05-01 12:38:19,#FNAConocrdia El sábado se corrió el Sprint de la Fórmula Nacional Argentina y estas son las imágenes de una carrera apasionante que ganó Nicolás Suarez en Concordia. Segundo fue Thomas Pozner y tercero Emiliano Stang https://t.co/3RynPnYwDP,"Villa Zorraquín, Argentina",,,5,1,3405,176,,es,0,formula 1
1520744386090438656,europapress_tv,619941513,2022-05-01 12:38:10,"UP vería ""deseable"" una suma de siglas en Madrid como en Andalucía  https://t.co/zKNXqs94fW https://t.co/mi1UsCW48N",,,,0,0,17502,521,,es,0,formula 1
1520743989825134593,janupi,248825523,2022-05-01 12:36:35,"Mi compañera @sarapablo1 desde Villahermosa, Tabasco, con la agenda del presidente @lopezobrador_ de este domingo #AbriendoLaConversacion en @Radio_Formula📰🗞️🎙️📺📻  #UsaCubrebocas https://t.co/KNbKFSJkrJ",,,,14,2,17612,202,,es,0,formula 1
1520743843599032320,PupisDur,140026048,2022-05-01 12:36:01,"@janupi Continúa, en este domingo, el  Noticiero de Jaime Nuñez Piña @janupi y colaboradores, como @soycyndavalos ; por @Radio_Formula , con la información más importante de Fin de Semana . https://t.co/RoYu2Lpb7M",,,,3,0,256,423,,es,0,formula 1
1520743835713818624,JesusFHG,130322799,2022-05-01 12:35:59,"28 años de legado. Marcando un hito en la historia de la fórmula 1.
Hombre de fe, talento y disciplina. 
#sennaday #SennaSempre #AyrtonSenna @ayrtonsenna @instayrtonsenna https://t.co/Pyc5Y1vvB5",,,,2,0,263,370,,es,0,formula 1
1520743226977701888,eldoctor53,247011003,2022-05-01 12:33:34,@Radio_Formula @lopezobrador_ Ya no quiero cuentos….quiero medicinas https://t.co/KJvCMxo5Ld,,1520549559931314176,,4,0,215,1273,,es,0,formula 1
1520743131032870912,SuperTC2000,523359962,2022-05-01 12:33:11,"#TC2000Concordia • Transmisión de TV 📺 

👉🏻 Prendete ya a la tele para seguir las finales del TC2000, TC2000 Series y Fórmula Nacional Argentina.

@TyCSports 
@eltreceoficial 
@CarburandoTV https://t.co/1dFmF7tUrd",Autodromo Ciudad de Concordia,,,5,0,50312,231,,es,0,formula 1
1520742979417382912,Frank170866,99597170,2022-05-01 12:32:34,"Tal día como hoy pero en 1994 muere tragicamente en el circuito de Imola en el gran Premio de San Marino Ayrton Sena, al cumplirse hoy 28 años de su partida sigue vivo en cada pista de Fórmula 1
#sennaforever https://t.co/HVF6QceWdn",,,,2,1,647,2689,,es,0,formula 1
1520742537488703488,PupisDur,140026048,2022-05-01 12:30:49,"@janupi @Radio_Formula ✅Ya inició en este domingo Noticiero de Jaime Nuñez Piña y colaboradores, por @Radio_Formula , con la información más importante de Fin de Semana . https://t.co/AZjGPfsS9k",,1520740146102124544,,2,0,256,423,,es,0,formula 1
1520742129529544705,PupisDur,140026048,2022-05-01 12:29:12,"Ya inició, hace minutos, en este domingo 1° de mes, el Noticiero de Jaime Nuñez Piña @janupi y colaboradores, por @Radio_Formula , con la información más importante de Fin de Semana . https://t.co/GUsrjHb7rG",,,,3,0,256,423,,es,0,formula 1
1520741490363932672,PupisDur,140026048,2022-05-01 12:26:39,"@janupi Ya inició en este domingo Noticiero de Jaime Nuñez Piña y colaboradores, por @Radio_Formula , con la información más importante de Fin de Semana . https://t.co/FSyH1ttSBF",,,,2,0,256,423,,es,0,formula 1
